"","Id","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","dfTime","stepsDistanceRatio","type","distance"
"363",91,"4/12/2016",5014,3.91000008583069,3.91000008583069,0,0,7,196,1237,2650,2016-04-12,1282.35291302679,"LightActiveDistance",3.57999992370605
"364",91,"4/12/2016",5014,3.91000008583069,3.91000008583069,0,0,7,196,1237,2650,2016-04-12,1282.35291302679,"SedentaryActiveDistance",0
"365",92,"4/13/2016",5571,4.34999990463257,4.34999990463257,0,2,23,163,1252,2654,2016-04-13,1280.68968324967,"VeryActiveDistance",0.150000005960464
"366",92,"4/13/2016",5571,4.34999990463257,4.34999990463257,0,2,23,163,1252,2654,2016-04-13,1280.68968324967,"ModeratelyActiveDistance",0.970000028610229
"367",92,"4/13/2016",5571,4.34999990463257,4.34999990463257,0,2,23,163,1252,2654,2016-04-13,1280.68968324967,"LightActiveDistance",3.23000001907349
"368",92,"4/13/2016",5571,4.34999990463257,4.34999990463257,0,2,23,163,1252,2654,2016-04-13,1280.68968324967,"SedentaryActiveDistance",0
"369",93,"4/14/2016",3135,2.45000004768372,2.45000004768372,0,0,0,134,1306,2443,2016-04-14,1279.59181183033,"VeryActiveDistance",0
"370",93,"4/14/2016",3135,2.45000004768372,2.45000004768372,0,0,0,134,1306,2443,2016-04-14,1279.59181183033,"ModeratelyActiveDistance",0
"371",93,"4/14/2016",3135,2.45000004768372,2.45000004768372,0,0,0,134,1306,2443,2016-04-14,1279.59181183033,"LightActiveDistance",2.4300000667572
"372",93,"4/14/2016",3135,2.45000004768372,2.45000004768372,0,0,0,134,1306,2443,2016-04-14,1279.59181183033,"SedentaryActiveDistance",0
"373",94,"4/12/2016",2564,1.63999998569489,1.63999998569489,0,0,0,116,831,2044,2016-04-12,1563.41464778343,"VeryActiveDistance",0
"374",94,"4/12/2016",2564,1.63999998569489,1.63999998569489,0,0,0,116,831,2044,2016-04-12,1563.41464778343,"ModeratelyActiveDistance",0
"375",94,"4/12/2016",2564,1.63999998569489,1.63999998569489,0,0,0,116,831,2044,2016-04-12,1563.41464778343,"LightActiveDistance",1.63999998569489
"376",94,"4/12/2016",2564,1.63999998569489,1.63999998569489,0,0,0,116,831,2044,2016-04-12,1563.41464778343,"SedentaryActiveDistance",0
"377",95,"4/13/2016",1320,0.839999973773956,0.839999973773956,0,0,0,82,806,1934,2016-04-13,1571.4286204909,"VeryActiveDistance",0
"378",95,"4/13/2016",1320,0.839999973773956,0.839999973773956,0,0,0,82,806,1934,2016-04-13,1571.4286204909,"ModeratelyActiveDistance",0
"379",95,"4/13/2016",1320,0.839999973773956,0.839999973773956,0,0,0,82,806,1934,2016-04-13,1571.4286204909,"LightActiveDistance",0.839999973773956
"380",95,"4/13/2016",1320,0.839999973773956,0.839999973773956,0,0,0,82,806,1934,2016-04-13,1571.4286204909,"SedentaryActiveDistance",0
"381",96,"4/14/2016",1219,0.779999971389771,0.779999971389771,0,0,0,84,853,1963,2016-04-14,1562.82057014443,"VeryActiveDistance",0
"382",96,"4/14/2016",1219,0.779999971389771,0.779999971389771,0,0,0,84,853,1963,2016-04-14,1562.82057014443,"ModeratelyActiveDistance",0
"383",96,"4/14/2016",1219,0.779999971389771,0.779999971389771,0,0,0,84,853,1963,2016-04-14,1562.82057014443,"LightActiveDistance",0.779999971389771
"384",96,"4/14/2016",1219,0.779999971389771,0.779999971389771,0,0,0,84,853,1963,2016-04-14,1562.82057014443,"SedentaryActiveDistance",0
"385",97,"4/12/2016",23186,20.3999996185303,20.3999996185303,0,85,7,312,1036,3921,2016-04-12,1136.56864870424,"VeryActiveDistance",12.2200002670288
"386",97,"4/12/2016",23186,20.3999996185303,20.3999996185303,0,85,7,312,1036,3921,2016-04-12,1136.56864870424,"ModeratelyActiveDistance",0.340000003576279
"387",97,"4/12/2016",23186,20.3999996185303,20.3999996185303,0,85,7,312,1036,3921,2016-04-12,1136.56864870424,"LightActiveDistance",7.82000017166138
"388",97,"4/12/2016",23186,20.3999996185303,20.3999996185303,0,85,7,312,1036,3921,2016-04-12,1136.56864870424,"SedentaryActiveDistance",0
"389",98,"4/13/2016",15337,9.57999992370605,9.57999992370605,0,108,18,216,1098,3566,2016-04-13,1600.93946995219,"VeryActiveDistance",3.54999995231628
"390",98,"4/13/2016",15337,9.57999992370605,9.57999992370605,0,108,18,216,1098,3566,2016-04-13,1600.93946995219,"ModeratelyActiveDistance",0.379999995231628
"391",98,"4/13/2016",15337,9.57999992370605,9.57999992370605,0,108,18,216,1098,3566,2016-04-13,1600.93946995219,"LightActiveDistance",5.6399998664856
"392",98,"4/13/2016",15337,9.57999992370605,9.57999992370605,0,108,18,216,1098,3566,2016-04-13,1600.93946995219,"SedentaryActiveDistance",0
"393",99,"4/14/2016",21129,18.9799995422363,18.9799995422363,0,68,13,298,1061,3793,2016-04-14,1113.22447363508,"VeryActiveDistance",10.5500001907349
"394",99,"4/14/2016",21129,18.9799995422363,18.9799995422363,0,68,13,298,1061,3793,2016-04-14,1113.22447363508,"ModeratelyActiveDistance",0.589999973773956
"395",99,"4/14/2016",21129,18.9799995422363,18.9799995422363,0,68,13,298,1061,3793,2016-04-14,1113.22447363508,"LightActiveDistance",7.75
"396",99,"4/14/2016",21129,18.9799995422363,18.9799995422363,0,68,13,298,1061,3793,2016-04-14,1113.22447363508,"SedentaryActiveDistance",0.0199999995529652
